3,Algorithm
7,Android
9,Auto Hot Key
6,C C++
10,Code Interview
0,CSS
4,Data Structure
1,Firebase
5,Git
10,Global
6,Javascript
7,Linux
2,Machine Learning
1,Mongo DB
1,Node JS
1,Oracle DB
6,Python
0,React
0,SEO
8,SSL
4,String Encoding
6,Typescript
5,VSCode
7,Windows
